context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Analyze the sentiment of this social media post.

text:no compensation for its news , opinions or distributions . label:Neutral
","text:no compensation for its news , opinions or distributions . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks . label:Neutral
","text:Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) . label:Neutral
","text:Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices . label:Neutral
","text:Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million . label:Neutral
","text:The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger . label:Neutral
","text:German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 . label:Neutral
","text:The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn . label:Positive
","text:Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn . label:Positive."
"instruction:Assess the sentiment in this product review.

text:In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn . label:Neutral
","text:In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain . label:Neutral
","text:In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:`` Our Vaalipalvelu-service was especially developed for use by communities and organizations . label:Neutral
",instruction:Analyze the sentiment of this social media post..text:`` Our Vaalipalvelu-service was especially developed for use by communities and organizations . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year . label:Neutral
",text:Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:The purchase price was not disclosed . label:Neutral
",text:The purchase price was not disclosed . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec . label:Neutral
",text:Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:An EU law on the issue may be introduced around 2010 . label:Neutral
",text:An EU law on the issue may be introduced around 2010 . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET . label:Neutral
",text:An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date . label:Neutral
",text:Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The medium-term operative targets of the company remain unchanged . label:Neutral
",text:The medium-term operative targets of the company remain unchanged . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces . label:Neutral
","instruction:Evaluate the sentiment in the text message..text:A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support . label:Neutral
",text:Neutral.
"instruction:Assess the sentiment in this product review.

text:SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) . label:Positive
",text:SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:The value of the order is EUR 2.5 mn . label:Neutral
",text:The value of the order is EUR 2.5 mn . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad . label:Neutral
","text:According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad . label:Neutral."
"instruction:Classify the sentiment of this email.

text:The reductions will be implemented immediately , beginning in October 2009 . label:Neutral
","text:The reductions will be implemented immediately , beginning in October 2009 . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts . label:Neutral
","text:In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 . label:Negative
",text:Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper . label:Neutral
","text:Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Aspo 's Group structure and business operations are continually developed without any predefined schedules . label:Neutral
",text:Aspo 's Group structure and business operations are continually developed without any predefined schedules . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:The value of the order is EUR 2.5 mn . label:Neutral
",text:The value of the order is EUR 2.5 mn . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:`` The issues identified by Stonesoft affect a range of content inspection technology . label:Neutral
",text:`` The issues identified by Stonesoft affect a range of content inspection technology . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir . label:Neutral
",text:The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' . label:Neutral
",label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 . label:Positive
","text:Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors . label:Neutral
","text:The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:In addition , MIDs are always online and enable full Internet browsing . label:Neutral
","text:In addition , MIDs are always online and enable full Internet browsing . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year . label:Positive
",label:Positive.
"instruction:Assess the sentiment in this product review.

text:Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division . label:Neutral
",text:Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 . label:Positive
","text:In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing . label:Negative
",label:Negative.
"instruction:Determine the sentiment in this blog post.

text:The shops are located in the capital region and the Paijat-Hame region . label:Neutral
",text:The shops are located in the capital region and the Paijat-Hame region . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 . label:Negative
","text:Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 . label:Negative."
"instruction:Evaluate the sentiment in the text message.

text:AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries . label:Neutral
",text:Evaluate the sentiment in the text message..text:AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Operating profit was EUR 11.4 mn , up from EUR 7.5 mn . label:Positive
","text:Operating profit was EUR 11.4 mn , up from EUR 7.5 mn . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The closing of such transaction took place today . label:Neutral
",text:The closing of such transaction took place today . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros . label:Neutral
","text:The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The contract is worth some EUR 1 million . label:Neutral
",text:The contract is worth some EUR 1 million . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ) label:Neutral
",text:( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ) label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:- Profit before taxes was EUR 105.9 82.7 million . label:Neutral
",text:- Profit before taxes was EUR 105.9 82.7 million . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained . label:Neutral
","text:Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn . label:Neutral
","text:In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn . label:Neutral."
"instruction:Classify the sentiment of this email.

text:This wood lacquered clock comes with a stripy hand-crocheted cover . label:Neutral
",text:This wood lacquered clock comes with a stripy hand-crocheted cover . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral
","text:The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said . label:Positive
","text:Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said . label:Positive."
"instruction:Analyze the sentiment of this social media post.

text:Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml . label:Neutral
","instruction:Analyze the sentiment of this social media post..text:Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:The divested stake represented about 2.7 m shares in Okmetic 's capital . label:Neutral
",text:The divested stake represented about 2.7 m shares in Okmetic 's capital . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Reported operating margin was a negative 5.9 % . label:Negative
",text:Reported operating margin was a negative 5.9 % . label:Negative.
"instruction:Analyze the sentiment of this social media post.

text:Return on capital employed rose by 4.8 percentage points to 19.6 % . label:Positive
",text:Return on capital employed rose by 4.8 percentage points to 19.6 % . label:Positive.
"instruction:Perform sentiment analysis on the sentence.

text:Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period . label:Negative
",text:Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period . label:Negative.
"instruction:Analyze the sentiment of this user review.

text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral
",text:Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:Viking Line manages well with its current ferries . label:Positive
",text:Viking Line manages well with its current ferries . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland . label:Neutral
",text:Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland . label:Neutral.
"instruction:Assess the sentiment in this product review.

text:Sales have risen in other export markets . label:Positive
",text:Sales have risen in other export markets . label:Positive.
"instruction:Please classify the sentiment of this comment.

text:Halonen 's office acknowledged receiving the letter but declined comment . label:Neutral
",text:Halonen 's office acknowledged receiving the letter but declined comment . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The passenger tunnel is expected to be put into operation in 2009 . label:Neutral
",text:The passenger tunnel is expected to be put into operation in 2009 . label:Neutral.
"instruction:Classify the sentiment of this email.

text:The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook . label:Neutral
","text:The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Two other sites will be included later on . label:Neutral
",label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 . label:Negative
","text:Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:The maximum number of new shares to be offered is 22 million . label:Neutral
",text:The maximum number of new shares to be offered is 22 million . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The total donation amount is EUR 1,115,000 . label:Neutral
","text:The total donation amount is EUR 1,115,000 . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 . label:Positive
","text:Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 . label:Positive."
"instruction:Assess the sentiment in this product review.

text:Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars . label:Neutral
",instruction:Assess the sentiment in this product review..text:Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks . label:Neutral
","text:Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad . label:Neutral
","text:According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:With the new arrangement , customer responsibilities will become mainly regional . label:Neutral
","text:With the new arrangement , customer responsibilities will become mainly regional . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The expanded company will continue to be called NewPage . label:Neutral
",text:The expanded company will continue to be called NewPage . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel . label:Positive
",text:It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel . label:Positive.
"instruction:Perform sentiment analysis on the sentence.

text:In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 . label:Positive
","text:In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 . label:Positive."
"instruction:Classify the sentiment of this email.

text:At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 . label:Positive
","text:At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees . label:Neutral
","text:In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier . label:Negative
",text:The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier . label:Negative.
"instruction:Assess the sentiment in this product review.

text:Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries . label:Negative
","text:Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries . label:Negative."
"instruction:Analyze the sentiment of this social media post.

text:Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply . label:Neutral
",text:Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:In 2007 , Etteplan had turnover of EUR125 .2 m. label:Neutral
","text:In 2007 , Etteplan had turnover of EUR125 .2 m. label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:The product advisory does not apply to any other Nokia-branded battery , the company said . label:Neutral
","text:The product advisory does not apply to any other Nokia-branded battery , the company said . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely . label:Neutral
","instruction:Analyze the sentiment of this user review..text:RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:The total value of the deliveries is some EUR65m . label:Neutral
",text:The total value of the deliveries is some EUR65m . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below . label:Neutral
","text:The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Net sales revenue per passenger is expected to increase . label:Positive
",text:Evaluate the sentiment in the text message..text:Net sales revenue per passenger is expected to increase . label:Positive.
"instruction:Analyze the sentiment of this user review.

text:Financial details were n't disclosed . label:Neutral
",label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral
","text:In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 . label:Neutral."
"instruction:Classify the sentiment of this email.

text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive
","text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive."
"instruction:Analyze the sentiment of this social media post.

text:Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 . label:Positive
",text:Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect . label:Neutral
","text:The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 . label:Positive
","text:However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 . label:Positive
","text:Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws . label:Neutral
",text:The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:The plant will collect raw material from the Baltic Sea region . label:Neutral
",text:The plant will collect raw material from the Baltic Sea region . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive
","text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:Its market share widened to 48.51 percent from 48.31 percent a year earlier . label:Positive
",label:Positive.
"instruction:Analyze the sentiment of this user review.

text:In the Baltic countries , sales fell by 42.6 % . label:Negative
","text:In the Baltic countries , sales fell by 42.6 % . label:Negative."
"instruction:Assess the sentiment in this product review.

text:Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers . label:Neutral
",text:Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers . label:Neutral.
"instruction:Classify the sentiment of this email.

text:During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day . label:Negative
","text:During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day . label:Negative."
"instruction:Evaluate the sentiment in the text message.

text:At CapMan Haavisto will be responsible for Group Finances and Accounting and IT . label:Neutral
",text:At CapMan Haavisto will be responsible for Group Finances and Accounting and IT . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 . label:Neutral
","text:ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year . label:Positive
","text:The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination . label:Positive
",label:Positive.
"instruction:Classify the sentiment of this email.

text:15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V . label:Positive
",text:15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V . label:Positive.
"instruction:Assess the sentiment in this product review.

text:In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn . label:Negative
","text:In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn . label:Negative."
"instruction:Assess the sentiment in this product review.

text:N-Viro operates processing facilities independently as well as in partnership with municipalities . label:Neutral
",text:N-Viro operates processing facilities independently as well as in partnership with municipalities . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 . label:Positive
","text:Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 . label:Positive."
"instruction:Assess the sentiment in this product review.

text:According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights . label:Neutral
","text:According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -¦ s shares and voting rights . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap . label:Neutral
","text:Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space . label:Neutral
","text:Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan . label:Neutral
",text:Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. . label:Neutral
","text:Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills . label:Neutral
","text:The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills . label:Neutral."
